äädikaline, äädikalise, äädikalist, äädikalisesse|äädikalisse, äädikaliste, äädikalisi
pehme, pehme, pehmet, pehmesse, pehmete, pehmeid
peidetud, peidetu, peidetut, peidetusse, peidetute, peidetuid
pejoratiivne, pejoratiivse, pejoratiivset, pejoratiivsesse, pejoratiivsete, pejoratiivseid
pekine, pekise, pekist, pekisesse, pekiste, pekiseid
pelglik, pelgliku, pelglikku, pelglikusse|pelglikku, pelglike|pelglikkude, pelglikke|pelglikkusid
pelk, pelga, pelka, pelgasse|pelka, pelkade, pelki|pelkasid
pentsik, pentsiku, pentsikut, pentsikusse, pentsikute, pentsikuid
peps, pepsi, pepsi, pepsisse|pepsi, pepside, pepse|pepsisid
perekas, pereka, perekat, perekasse, perekate, perekaid
perekondlik, perekondliku, perekondlikku, perekondlikusse|perekondlikku, perekondlike|perekondlikkude, perekondlikke|perekondlikkusid
perfektne, perfektse, perfektset, perfektsesse, perfektsete, perfektseid
permanentne, permanentse, permanentset, permanentsesse, permanentsete, permanentseid
personaalne, personaalse, personaalset, personaalsesse, personaalsete, personaalseid
perspektiivikas, perspektiivika, perspektiivikat, perspektiivikasse, perspektiivikate, perspektiivikaid
perspektiivne, perspektiivse, perspektiivset, perspektiivsesse, perspektiivsete, perspektiivseid
perukas, peruka, perukat, perukasse, perukate, perukaid
peru, peru, peru, perusse, perude, perusid
perversne, perversse, perversset, perverssesse, perverssete, perversseid
pessimistlik, pessimistliku, pessimistlikku, pessimistlikusse|pessimistlikku, pessimistlike|pessimistlikkude, pessimistlikke|pessimistlikkusid
petislik, petisliku, petislikku, petislikusse|petislikku, petislike|petislikkude, petislikke|petislikkusid
petlik, petliku, petlikku, petlikusse|petlikku, petlike|petlikkude, petlikke|petlikkusid
pettev, petva, petvat, petvasse, petvate, petvaid
petturlik, petturliku, petturlikku, petturlikusse|petturlikku, petturlike|petturlikkude, petturlikke|petturlikkusid
pidamatu, pidamatu, pidamatut, pidamatusse, pidamatute, pidamatuid
pidav, pidava, pidavat, pidavasse, pidavate, pidavaid
pidetu, pidetu, pidetut, pidetusse, pidetute, pidetuid
pidev, pideva, pidevat, pidevasse, pidevate, pidevaid
pidine, pidise, pidist, pidisesse, pidiste, pidiseid
pidulik, piduliku, pidulikku, pidulikusse|pidulikku, pidulike|pidulikkude, pidulikke|pidulikkusid
pidurdamatu, pidurdamatu, pidurdamatut, pidurdamatusse, pidurdamatute, pidurdamatuid
pieteetlik, pieteetliku, pieteetlikku, pieteetlikusse|pieteetlikku, pieteetlike|pieteetlikkude, pieteetlikke|pieteetlikkusid
pieteetne, pieteetse, pieteetset, pieteetsesse, pieteetsete, pieteetseid
piinlev, piinleva, piinlevat, piinlevasse, piinlevate, piinlevaid
piinlik, piinliku, piinlikku, piinlikusse|piinlikku, piinlike|piinlikkude, piinlikke|piinlikkusid
piiramatu, piiramatu, piiramatut, piiramatusse, piiramatute, piiramatuid
piiratud, piiratu, piiratut, piiratusse, piiratute, piiratuid
piiritu, piiritu, piiritut, piiritusse, piiritute, piirituid
piirkondlik, piirkondliku, piirkondlikku, piirkondlikusse|piirkondlikku, piirkondlike|piirkondlikkude, piirkondlikke|piirkondlikkusid
piirnev, piirneva, piirnevat, piirnevasse, piirnevate, piirnevaid
piisamatu, piisamatu, piisamatut, piisamatusse, piisamatute, piisamatuid
piisav, piisava, piisavat, piisavasse, piisavate, piisavaid
pikaldane, pikaldase, pikaldast, pikaldasesse|pikaldasse, pikaldaste, pikaldasi
pikantne, pikantse, pikantset, pikantsesse, pikantsete, pikantseid
pikergune, pikerguse, pikergust, pikergusesse|pikergusse, pikerguste, pikergusi
pikk, pika, pikka, pikasse|pikka, pikkade, pikki|pikkasid
pikkune, pikkuse, pikkust, pikkusesse|pikkusse, pikkuste, pikkusi|pikkuseid
piklik, pikliku, piklikku, piklikusse|piklikku, piklike|piklikkude, piklikke|piklikkusid
piksene, piksese, piksest, piksesesse|piksesse, pikseste, piksesi|pikseseid
pilav, pilava, pilavat, pilavasse, pilavate, pilavaid
pildiline, pildilise, pildilist, pildilisesse|pildilisse, pildiliste, pildilisi
pilguline, pilgulise, pilgulist, pilgulisesse|pilgulisse, pilguliste, pilgulisi
pilkav, pilkava, pilkavat, pilkavasse, pilkavate, pilkavaid
pilkeline, pilkelise, pilkelist, pilkelisesse|pilkelisse, pilkeliste, pilkelisi
pillav, pillava, pillavat, pillavasse, pillavate, pillavaid
piluline, pilulise, pilulist, pilulisesse|pilulisse, piluliste, pilulisi
pilvine, pilvise, pilvist, pilvisesse, pilviste, pilviseid
pime, pimeda, pimedat, pimedasse, pimedate, pimedaid
pindmine, pindmise, pindmist, pindmisesse|pindmisse, pindmiste, pindmisi|pindmiseid
pinev, pineva, pinevat, pinevasse, pinevate, pinevaid
pingeline, pingelise, pingelist, pingelisesse|pingelisse, pingeliste, pingelisi
pingne, pingsa, pingsat, pingsasse, pingsate, pingsaid
pingutav, pingutava, pingutavat, pingutavasse, pingutavate, pingutavaid
piprane, piprase, piprast, piprasesse|piprasse, pipraste, piprasi|pipraseid
piraatlik, piraatliku, piraatlikku, piraatlikusse|piraatlikku, piraatlike|piraatlikkude, piraatlikke|piraatlikkusid
pirtsakas, pirtsaka, pirtsakat, pirtsakasse, pirtsakate, pirtsakaid
pisendav, pisendava, pisendavat, pisendavasse, pisendavate, pisendavaid
pisenev, piseneva, pisenevat, pisenevasse, pisenevate, pisenevaid
pisike, pisikese, pisikest, pisikesesse|pisikesse, pisikeste, pisikesi
pisikuline, pisikulise, pisikulist, pisikulisesse|pisikulisse, pisikuliste, pisikulisi
pisteline, pistelise, pistelist, pistelisesse|pistelisse, pisteliste, pistelisi
pitoreskne, pitoreskse, pitoreskset, pitoresksesse, pitoresksete, pitoreskseid
pitsiline, pitsilise, pitsilist, pitsilisesse|pitsilisse, pitsiliste, pitsilisi
plaaniline, plaanilise, plaanilist, plaanilisesse|plaanilisse, plaaniliste, plaanilisi
plaanitsetud, plaanitsetu, plaanitsetut, plaanitsetusse, plaanitsetute, plaanitsetuid
plaanitu, plaanitu, plaanitut, plaanitusse, plaanitute, plaanituid
plägane, plägase, plägast, plägasesse, plägaste, plägaseid
plass, plassi, plassi, plassisse|plassi, plasside, plasse|plassisid
plastiline, plastilise, plastilist, plastilisesse|plastilisse, plastiliste, plastilisi
plastne, plastse, plastset, plastsesse, plastsete, plastseid
pleekinud, pleekinu, pleekinut, pleekinusse, pleekinute, pleekinuid
plekiline, plekilise, plekilist, plekilisesse|plekilisse, plekiliste, plekilisi
plikalik, plikaliku, plikalikku, plikalikusse|plikalikku, plikalike|plikalikkude, plikalikke|plikalikkusid
pluraalne, pluraalse, pluraalset, pluraalsesse, pluraalsete, pluraalseid
põdev, põdeva, põdevat, põdevasse, põdevate, põdevaid
poeetiline, poeetilise, poeetilist, poeetilisesse|poeetilisse, poeetiliste, poeetilisi
põgus, põgusa, põgusat, põgusasse, põgusate, põgusaid
põhiline, põhilise, põhilist, põhilisesse|põhilisse, põhiliste, põhilisi
põhimine, põhimise, põhimist, põhimisesse|põhimisse, põhimiste, põhimisi
põhjalik, põhjaliku, põhjalikku, põhjalikusse|põhjalikku, põhjalike|põhjalikkude, põhjalikke|põhjalikkusid
põhjatu, põhjatu, põhjatut, põhjatusse, põhjatute, põhjatuid
põhjendamatu, põhjendamatu, põhjendamatut, põhjendamatusse, põhjendamatute, põhjendamatuid
põhjendatud, põhjendatu, põhjendatut, põhjendatusse, põhjendatute, põhjendatuid
põhjusetu, põhjusetu, põhjusetut, põhjusetusse, põhjusetute, põhjusetuid
põhjuslik, põhjusliku, põhjuslikku, põhjuslikusse|põhjuslikku, põhjuslike|põhjuslikkude, põhjuslikke|põhjuslikkusid
põhune, põhuse, põhust, põhusesse, põhuste, põhuseid
põigitine, põigitise, põigitist, põigitisesse|põigitisse, põigitiste, põigitisi
põiklev, põikleva, põiklevat, põiklevasse, põiklevate, põiklevaid
põiklik, põikliku, põiklikku, põiklikusse|põiklikku, põiklike|põiklikkude, põiklikke|põiklikkusid
polaarne, polaarse, polaarset, polaarsesse, polaarsete, polaarseid
põlastav, põlastava, põlastavat, põlastavasse, põlastavate, põlastavaid
põlatav, põlatava, põlatavat, põlatavasse, põlatavate, põlatavaid
poleemiline, poleemilise, poleemilist, poleemilisesse|poleemilisse, poleemiliste, poleemilisi
poleeriv, poleeriva, poleerivat, poleerivasse, poleerivate, poleerivaid
põlematu, põlematu, põlematut, põlematusse, põlematute, põlematuid
põlenud, põlenu, põlenut, põlenusse, põlenute, põlenuid
põletav, põletava, põletavat, põletavasse, põletavate, põletavaid
põletikuline, põletikulise, põletikulist, põletikulisesse|põletikulisse, põletikuliste, põletikulisi
põlev, põleva, põlevat, põlevasse, põlevate, põlevaid
põlgav, põlgava, põlgavat, põlgavasse, põlgavate, põlgavaid
põlglik, põlgliku, põlglikku, põlglikusse|põlglikku, põlglike|põlglikkude, põlglikke|põlglikkusid
poliitiline, poliitilise, poliitilist, poliitilisesse|poliitilisse, poliitiliste, poliitilisi
põline, põlise, põlist, põlisesse, põliste, põliseid
põnev, põneva, põnevat, põnevasse, põnevate, põnevaid
pontsakas, pontsaka, pontsakat, pontsakasse, pontsakate, pontsakaid
pooldav, pooldava, pooldavat, pooldavasse, pooldavate, pooldavaid
pooletu, pooletu, pooletut, pooletusse, pooletute, pooletuid
poolik, pooliku, poolikut, poolikusse, poolikute, poolikuid
poolne, poolse, poolset, poolsesse, poolsete, poolseid
pöörane, pöörase, pöörast, pöörasesse, pööraste, pööraseid
pöördeline, pöördelise, pöördelist, pöördelisesse|pöördelisse, pöördeliste, pöördelisi
poorne, poorse, poorset, poorsesse, poorsete, poorseid
popp, popi, poppi, popisse|poppi, poppide, poppe|poppisid
populaarne, populaarse, populaarset, populaarsesse, populaarsete, populaarseid
populaarsusetu, populaarsusetu, populaarsusetut, populaarsusetusse, populaarsusetute, populaarsusetuid
poputatud, poputatu, poputatut, poputatusse, poputatute, poputatuid
porditav, porditava, porditavat, porditavasse, porditavate, porditavaid
põrgulik, põrguliku, põrgulikku, põrgulikusse|põrgulikku, põrgulike|põrgulikkude, põrgulikke|põrgulikkusid
porine, porise, porist, porisesse, poriste, poriseid
põrpiv, põrpiva, põrpivat, põrpivasse, põrpivate, põrpivaid
portatiivne, portatiivse, portatiivset, portatiivsesse, portatiivsete, portatiivseid
põrutav, põrutava, põrutavat, põrutavasse, põrutavate, põrutavaid
põseline, põselise, põselist, põselisesse|põselisse, põseliste, põselisi
positiivne, positiivse, positiivset, positiivsesse, positiivsete, positiivseid
põskne, põskse, põskset, põsksesse, põsksete, põskseid
postuumne, postuumse, postuumset, postuumsesse, postuumsete, postuumseid
potentsiaalne, potentsiaalse, potentsiaalset, potentsiaalsesse, potentsiaalsete, potentsiaalseid
praaliv, praaliva, praalivat, praalivasse, praalivate, praalivaid
praegune, praeguse, praegust, praegusesse|praegusse, praeguste, praegusi|praeguseid
pragmaatiline, pragmaatilise, pragmaatilist, pragmaatilisesse|pragmaatilisse, pragmaatiliste, pragmaatilisi
praguline, pragulise, pragulist, pragulisesse|pragulisse, praguliste, pragulisi
prahine, prahise, prahist, prahisesse, prahiste, prahiseid
praktiline, praktilise, praktilist, praktilisesse|praktilisse, praktiliste, praktilisi
pressiv, pressiva, pressivat, pressivasse, pressivate, pressivaid
pretensioonikas, pretensioonika, pretensioonikat, pretensioonikasse, pretensioonikate, pretensioonikaid
pretensioonitu, pretensioonitu, pretensioonitut, pretensioonitusse, pretensioonitute, pretensioonituid
pretsedenditu, pretsedenditu, pretsedenditut, pretsedenditusse, pretsedenditute, pretsedendituid
preventiivne, preventiivse, preventiivset, preventiivsesse, preventiivsete, preventiivseid
prii, prii, priid, priisse, priide, priisid
priiskav, priiskava, priiskavat, priiskavasse, priiskavate, priiskavaid
primaarne, primaarse, primaarset, primaarsesse, primaarsete, primaarseid
primitiivne, primitiivse, primitiivset, primitiivsesse, primitiivsete, primitiivseid
prink, pringi, prinki, pringisse|prinki, prinkide, prinke|prinkisid
printsiibitu, printsiibitu, printsiibitut, printsiibitusse, printsiibitute, printsiibituid
printsipiaalne, printsipiaalse, printsipiaalset, printsipiaalsesse, printsipiaalsete, printsipiaalseid
privaatne, privaatse, privaatset, privaatsesse, privaatsete, privaatseid
privilegeeritu, privilegeeritu, privilegeeritut, privilegeeritusse, privilegeeritute, privilegeerituid
probleemne, probleemse, probleemset, probleemsesse, probleemsete, probleemseid
produktiivne, produktiivse, produktiivset, produktiivsesse, produktiivsete, produktiivseid
profaanne, profaanse, profaanset, profaansesse, profaansete, profaanseid
professionaalne, professionaalse, professionaalset, professionaalsesse, professionaalsete, professionaalseid
profülaktiline, profülaktilise, profülaktilist, profülaktilisesse|profülaktilisse, profülaktiliste, profülaktilisi
prognoosimatu, prognoosimatu, prognoosimatut, prognoosimatusse, prognoosimatute, prognoosimatuid
prognoositav, prognoositava, prognoositavat, prognoositavasse, prognoositavate, prognoositavaid
progressiivne, progressiivse, progressiivset, progressiivsesse, progressiivsete, progressiivseid
prohvetlik, prohvetliku, prohvetlikku, prohvetlikusse|prohvetlikku, prohvetlike|prohvetlikkude, prohvetlikke|prohvetlikkusid
pronksine, pronksise, pronksist, pronksisesse, pronksiste, pronksiseid
prookne, prookse, prookset, prooksesse, prooksete, prookseid
proosaline, proosalise, proosalist, proosalisesse|proosalisse, proosaliste, proosalisi
proportsionaalne, proportsionaalse, proportsionaalset, proportsionaalsesse, proportsionaalsete, proportsionaalseid
provintsiaalne, provintsiaalse, provintsiaalset, provintsiaalsesse, provintsiaalsete, provintsiaalseid
provintslik, provintsliku, provintslikku, provintslikusse|provintslikku, provintslike|provintslikkude, provintslikke|provintslikkusid
provokatiivne, provokatiivse, provokatiivset, provokatiivsesse, provokatiivsete, provokatiivseid
provotseeriv, provotseeriva, provotseerivat, provotseerivasse, provotseerivate, provotseerivaid
prügine, prügise, prügist, prügisesse, prügiste, prügiseid
pruunikas, pruunika, pruunikat, pruunikasse, pruunikate, pruunikaid
pruunjas, pruunja, pruunjat, pruunjasse, pruunjate, pruunjaid
pruun, pruuni, pruuni, pruunisse|pruuni, pruunide, pruune|pruunisid
püdel, püdela, püdelat, püdelasse, püdelate, püdelaid
pude, pudeda, pudedat, pudedasse, pudedate, pudedaid
pügalaline, pügalalise, pügalalist, pügalalisesse|pügalalisse, pügalaliste, pügalalisi
pugejalik, pugejaliku, pugejalikku, pugejalikusse|pugejalikku, pugejalike|pugejalikkude, pugejalikke|pugejalikkusid
puhanguline, puhangulise, puhangulist, puhangulisesse|puhangulisse, puhanguliste, puhangulisi
püha, püha, püha, pühasse, pühade, pühi|pühasid
puhas, puhta, puhast, puhtasse, puhaste, puhtaid
puhev, puheva, puhevat, puhevasse, puhevate, puhevaid
puhkav, puhkava, puhkavat, puhkavasse, puhkavate, puhkavaid
puhmaline, puhmalise, puhmalist, puhmalisesse|puhmalisse, puhmaliste, puhmalisi
puhmjas, puhmja, puhmjat, puhmjasse, puhmjate, puhmjaid
puhutine, puhutise, puhutist, puhutisesse|puhutisse, puhutiste, puhutisi
puhutu, puhutu, puhutut, puhutusse, puhutute, puhutuid
puine, puise, puist, puisesse, puiste, puiseid
pulstunud, pulstunu, pulstunut, pulstunusse, pulstunute, pulstunuid
punane, punase, punast, punasesse, punaste, punaseid
punktuaalne, punktuaalse, punktuaalset, punktuaalsesse, punktuaalsete, punktuaalseid
püramiidjas, püramiidja, püramiidjat, püramiidjasse, püramiidjate, püramiidjaid
püramiidne, püramiidse, püramiidset, püramiidsesse, püramiidsete, püramiidseid
pürgiv, pürgiva, pürgivat, pürgivasse, pürgivate, pürgivaid
purunenud, purunenu, purunenut, purunenusse, purunenute, purunenuid
purunev, puruneva, purunevat, purunevasse, purunevate, purunevaid
püsimatu, püsimatu, püsimatut, püsimatusse, püsimatute, püsimatuid
püsiv, püsiva, püsivat, püsivasse, püsivate, püsivaid
püstjas, püstja, püstjat, püstjasse, püstjate, püstjaid
püstne, püstse, püstset, püstsesse, püstsete, püstseid
püüdlik, püüdliku, püüdlikku, püüdlikusse|püüdlikku, püüdlike|püüdlikkude, püüdlikke|püüdlikkusid
püüdmatu, püüdmatu, püüdmatut, püüdmatusse, püüdmatute, püüdmatuid
puudulik, puuduliku, puudulikku, puudulikusse|puudulikku, puudulike|puudulikkude, puudulikke|puudulikkusid
puudutav, puudutava, puudutavat, puudutavasse, puudutavate, puudutavaid
puuduv, puuduva, puuduvat, puuduvasse, puuduvate, puuduvaid
puutumatu, puutumatu, puutumatut, puutumatusse, puutumatute, puutumatuid
rääkiv, rääkiva, rääkivat, rääkivasse, rääkivate, rääkivaid
raamatulik, raamatuliku, raamatulikku, raamatulikusse|raamatulikku, raamatulike|raamatulikkude, raamatulikke|raamatulikkusid
räbalane, räbalase, räbalast, räbalasesse|räbalasse, räbalaste, räbalasi
räbaldunud, räbaldunu, räbaldunut, räbaldunusse, räbaldunute, räbaldunuid
räbal, räbala, räbalat, räbalasse, räbalate, räbalaid
rabav, rabava, rabavat, rabavasse, rabavate, rabavaid
rabe, rabeda, rabedat, rabedasse, rabedate, rabedaid
räbune, räbuse, räbust, räbusesse, räbuste, räbuseid
radiaalne, radiaalse, radiaalset, radiaalsesse, radiaalsete, radiaalseid
rädine, rädise, rädist, rädisesse, rädiste, rädiseid
raevukas, raevuka, raevukat, raevukasse, raevukate, raevukaid
rafineeritud, rafineeritu, rafineeritut, rafineeritusse, rafineeritute, rafineerituid
rägane, rägase, rägast, rägasesse, rägaste, rägaseid
rahaline, rahalise, rahalist, rahalisesse|rahalisse, rahaliste, rahalisi
rahanduslik, rahandusliku, rahanduslikku, rahanduslikusse|rahanduslikku, rahanduslike|rahanduslikkude, rahanduslikke|rahanduslikkusid
rahastatav, rahastatava, rahastatavat, rahastatavasse, rahastatavate, rahastatavaid
rahke, rahke, rahket, rahkesse, rahkete, rahkeid
rahkjas, rahkja, rahkjat, rahkjasse, rahkjate, rahkjaid
rahuldatud, rahuldatu, rahuldatut, rahuldatusse, rahuldatute, rahuldatuid
rahuldav, rahuldava, rahuldavat, rahuldavasse, rahuldavate, rahuldavaid
rahulik, rahuliku, rahulikku, rahulikusse|rahulikku, rahulike|rahulikkude, rahulikke|rahulikkusid
rahustav, rahustava, rahustavat, rahustavasse, rahustavate, rahustavaid
rahutu, rahutu, rahutut, rahutusse, rahutute, rahutuid
rahvalik, rahvaliku, rahvalikku, rahvalikusse|rahvalikku, rahvalike|rahvalikkude, rahvalikke|rahvalikkusid
rahvuslik, rahvusliku, rahvuslikku, rahvuslikusse|rahvuslikku, rahvuslike|rahvuslikkude, rahvuslikke|rahvuslikkusid
räige, räige, räiget, räigesse, räigete, räigeid
raiskav, raiskava, raiskavat, raiskavasse, raiskavate, raiskavaid
rajav, rajava, rajavat, rajavasse, rajavate, rajavaid
rajune, rajuse, rajust, rajusesse, rajuste, rajuseid
rakenduslik, rakendusliku, rakenduslikku, rakenduslikusse|rakenduslikku, rakenduslike|rakenduslikkude, rakenduslikke|rakenduslikkusid
ramb, ramma, ramba, rammasse|ramba, rambade, rambu|rambasid
rämps, rämpsu, rämpsu, rämpsusse|rämpsu, rämpsude, rämpse|rämpsusid
rämpsune, rämpsuse, rämpsust, rämpsusesse, rämpsuste, rämpsuseid
rändav, rändava, rändavat, rändavasse, rändavate, rändavaid
rändlev, rändleva, rändlevat, rändlevasse, rändlevate, rändlevaid
range, range, ranget, rangesse, rangete, rangeid
ränk, ränga, ränka, rängasse|ränka, ränkade, ränki|ränkasid
räpakas, räpaka, räpakat, räpakasse, räpakate, räpakaid
räpane, räpase, räpast, räpasesse, räpaste, räpaseid
rase, raseda, rasedat, rasedasse, rasedate, rasedaid
raske, raske, rasket, raskesse, raskete, raskeid
rassiline, rassilise, rassilist, rassilisesse|rassilisse, rassiliste, rassilisi
rassistlik, rassistliku, rassistlikku, rassistlikusse|rassistlikku, rassistlike|rassistlikkude, rassistlikke|rassistlikkusid
rasvane, rasvase, rasvast, rasvasesse, rasvaste, rasvaseid
rasvunud, rasvunu, rasvunut, rasvunusse, rasvunute, rasvunuid
ratsionaalne, ratsionaalse, ratsionaalset, ratsionaalsesse, ratsionaalsete, ratsionaalseid
